               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 128,            0.014789,            0.011234,           0.0032616,             0.92781,             0.86206,              0.9036,             0.77679,            0.011513,           0.0067466,            0.012139,           0.0087427,           0.0087427,           0.0087427
                 129,            0.014458,            0.010942,           0.0031574,              0.9281,             0.87208,             0.89604,             0.77516,            0.011231,           0.0069739,            0.012224,           0.0087328,           0.0087328,           0.0087328
                 130,            0.015267,            0.011244,           0.0033557,             0.84849,             0.87962,             0.87908,             0.76095,            0.011476,           0.0067533,            0.012709,           0.0087229,           0.0087229,           0.0087229
                 131,            0.015496,            0.010944,           0.0032095,              0.9158,             0.86837,             0.90983,             0.77464,             0.01154,            0.006881,            0.011683,            0.008713,            0.008713,            0.008713
                 132,            0.015751,            0.011024,           0.0029873,             0.88401,             0.87724,             0.87868,             0.75855,            0.011331,           0.0065913,            0.012377,           0.0087031,           0.0087031,           0.0087031
                 133,            0.014544,             0.01108,           0.0031904,             0.88743,              0.8859,             0.92403,             0.79477,            0.010962,           0.0067189,            0.011033,           0.0086932,           0.0086932,           0.0086932
                 134,            0.014868,            0.010784,           0.0030365,             0.90501,             0.85907,             0.90199,             0.76148,             0.01147,           0.0069168,            0.010974,           0.0086833,           0.0086833,           0.0086833
                 135,            0.015448,             0.01133,           0.0035598,             0.84707,             0.86138,             0.85325,             0.74679,            0.011001,            0.007118,            0.012963,           0.0086734,           0.0086734,           0.0086734
                 136,             0.01486,            0.010883,           0.0033518,             0.82487,              0.8985,             0.87807,             0.77125,            0.011015,           0.0067469,            0.012385,           0.0086635,           0.0086635,           0.0086635
                 137,            0.014991,            0.011357,           0.0030735,             0.83439,             0.90628,             0.90241,              0.7794,            0.011357,           0.0069562,            0.011582,           0.0086536,           0.0086536,           0.0086536
                 138,            0.015597,            0.011118,           0.0029065,             0.87452,             0.87169,             0.90366,              0.7908,            0.010972,           0.0070746,            0.011542,           0.0086437,           0.0086437,           0.0086437
                 139,            0.015151,             0.01085,           0.0028173,             0.92827,              0.8618,              0.9208,             0.80342,            0.011046,           0.0067098,            0.011145,           0.0086338,           0.0086338,           0.0086338
                 140,            0.014203,             0.01076,           0.0034952,             0.91318,             0.86231,              0.9035,             0.78764,             0.01121,           0.0070314,            0.010204,           0.0086239,           0.0086239,           0.0086239
                 141,            0.014599,            0.010919,           0.0033476,             0.92097,              0.8663,             0.89014,             0.76695,            0.011319,           0.0070605,             0.01121,            0.008614,            0.008614,            0.008614
                 142,            0.015277,             0.01151,           0.0031003,              0.8912,             0.87836,             0.90734,             0.79865,            0.010902,           0.0067134,            0.011957,           0.0086041,           0.0086041,           0.0086041
                 143,            0.014101,            0.010543,             0.00248,             0.91981,             0.84008,             0.88021,             0.77176,            0.011061,           0.0069053,            0.013196,           0.0085942,           0.0085942,           0.0085942
                 144,            0.014503,            0.010476,           0.0027163,             0.89803,             0.89431,             0.91899,             0.79232,            0.011261,           0.0068739,            0.013094,           0.0085843,           0.0085843,           0.0085843
                 145,            0.015765,            0.010884,           0.0027115,             0.90584,              0.8519,             0.90093,             0.76362,             0.01147,           0.0070369,            0.012162,           0.0085744,           0.0085744,           0.0085744
                 146,            0.014542,            0.010384,           0.0032204,             0.87207,             0.89518,             0.89563,              0.7698,            0.011082,            0.006836,            0.012341,           0.0085645,           0.0085645,           0.0085645
                 147,            0.015555,            0.011042,           0.0031236,             0.91057,             0.85779,             0.90999,             0.78282,            0.011708,           0.0070036,            0.011242,           0.0085546,           0.0085546,           0.0085546
                 148,            0.015121,            0.011024,           0.0031012,             0.88211,               0.901,             0.91473,             0.78611,            0.011472,           0.0070044,            0.010345,           0.0085447,           0.0085447,           0.0085447
                 149,            0.014278,            0.010761,           0.0030324,             0.84985,             0.89917,             0.91402,             0.79779,            0.011091,           0.0074075,            0.011625,           0.0085348,           0.0085348,           0.0085348
                 150,            0.014832,            0.011391,           0.0031564,             0.83134,             0.86853,             0.86825,             0.76169,            0.010911,           0.0071229,            0.012395,           0.0085249,           0.0085249,           0.0085249
                 151,            0.014536,            0.010755,           0.0025348,             0.88548,             0.85957,             0.87916,             0.76823,            0.010752,           0.0066866,             0.01442,            0.008515,            0.008515,            0.008515
                 152,             0.01427,            0.010567,           0.0028183,             0.86607,             0.84658,             0.86588,             0.76363,             0.01096,           0.0068929,             0.01522,           0.0085051,           0.0085051,           0.0085051
                 153,            0.014594,            0.011117,           0.0028334,             0.90275,             0.86887,             0.89011,             0.77669,             0.01092,           0.0071107,            0.013948,           0.0084952,           0.0084952,           0.0084952
                 154,            0.014511,            0.010962,           0.0026048,             0.91979,             0.87012,             0.89585,             0.79096,            0.011035,           0.0072036,             0.01263,           0.0084853,           0.0084853,           0.0084853
                 155,            0.014206,            0.010328,           0.0034118,              0.8602,             0.84791,             0.87012,             0.76413,            0.010716,            0.007121,            0.013169,           0.0084754,           0.0084754,           0.0084754
